ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
3014,1,1,260,1689,1429
3015,0,0,13,0,-13
3016,0,0,4,0,-4
3017,1,0,7,0,-7
3018,1,0,26,0,-26
3019,0,0,15,0,-15
3020,1,0,7,0,-7
3021,1,1,518,1306,788
3022,0,0,67,0,-67
3023,0,0,7,0,-7
3024,1,1,1741,1386,-355
3025,1,1,32,1892,1860
3026,1,0,54,0,-54
3027,1,0,100,0,-100
3028,0,0,10,0,-10
3029,0,0,104,0,-104
3030,0,0,12,0,-12
3031,0,0,38,0,-38
3032,1,1,789,1247,458
3033,0,0,33,0,-33
3034,1,0,124,0,-124
3035,0,0,81,0,-81
3036,0,0,28,0,-28
3037,1,0,106,0,-106
3038,1,1,702,1634,932
3039,1,1,716,1780,1064
3040,1,0,93,0,-93
3041,0,0,16,0,-16
3042,0,0,3,0,-3
3043,1,0,6,0,-6
3044,1,0,146,0,-146
3045,1,0,29,0,-29
3046,0,0,24,0,-24
3047,1,0,12,0,-12
3048,1,0,29,0,-29
3049,1,0,35,0,-35
3050,0,0,7,0,-7
3051,1,1,94,1504,1410
3052,1,0,7,0,-7
3053,0,0,76,0,-76
3054,0,0,43,0,-43
3055,1,0,154,0,-154
3056,0,0,32,0,-32
3057,1,1,345,1493,1148
3058,0,0,15,0,-15
3059,0,0,42,0,-42
3060,1,1,115,2119,2004
3061,0,0,23,0,-23
3062,0,0,178,0,-178
3063,1,0,55,0,-55
3064,0,0,29,0,-29
3065,0,0,67,0,-67
3066,0,0,3,0,-3
3067,0,0,3,0,-3
3068,1,1,91,1418,1327
3069,1,0,96,0,-96
3070,0,0,10,0,-10
3071,0,0,21,0,-21
3072,0,0,83,0,-83
3073,0,0,177,0,-177
3074,1,0,5,0,-5
3075,1,1,280,1961,1681
3076,0,0,13,0,-13
3077,1,0,74,0,-74
3078,0,0,21,0,-21
3079,1,1,223,1232,1009
3080,1,0,74,0,-74
3081,1,1,414,1561,1147
3082,1,1,70,1466,1396
3083,1,1,754,1229,475
3084,1,1,459,1397,938
3085,1,1,619,1295,676
3086,0,0,88,0,-88
3087,1,0,31,0,-31
3088,0,0,7,0,-7
3089,0,0,37,0,-37
3090,1,1,99,1206,1107
3091,0,0,94,0,-94
3092,1,1,276,1811,1535
3093,1,1,108,1894,1786
3094,1,1,349,2227,1878
3095,1,0,1,0,-1
3096,1,0,95,0,-95
3097,1,1,366,1453,1087
3098,1,0,56,0,-56
3099,1,0,15,0,-15
3100,1,1,355,1227,872
3101,0,0,2,0,-2
3102,0,0,6,0,-6
3103,1,0,31,0,-31
3104,1,0,59,0,-59
3105,1,1,98,1326,1228
3106,0,0,29,0,-29
3107,1,0,19,0,-19
3108,1,0,18,0,-18
3109,1,0,20,0,-20
3110,1,0,83,0,-83
3111,1,1,431,1529,1098
3112,0,0,273,0,-273
3113,1,1,67,1280,1213
3114,0,0,110,0,-110
3115,1,1,488,1247,759
3116,0,0,4,0,-4
3117,1,1,466,1339,873
3118,1,0,64,0,-64
3119,0,0,91,0,-91
3120,0,0,57,0,-57
3121,1,1,215,1423,1208
3122,1,1,524,1415,891
3123,1,0,29,0,-29
3124,1,0,108,0,-108
3125,1,0,65,0,-65
3126,0,0,11,0,-11
3127,0,0,24,0,-24
3128,0,0,12,0,-12
3129,0,0,8,0,-8
3130,1,0,13,0,-13
3131,1,0,304,0,-304
3132,1,1,380,1376,996
3133,1,1,152,1361,1209
3134,0,0,148,0,-148
3135,0,0,94,0,-94
3136,1,0,38,0,-38
3137,1,1,163,2184,2021
3138,0,0,74,0,-74
3139,1,0,2,0,-2
3140,0,0,15,0,-15
3141,0,0,42,0,-42
3142,1,1,1209,1613,404
3143,1,0,57,0,-57
3144,0,0,27,0,-27
3145,0,0,29,0,-29
3146,0,0,43,0,-43
3147,1,0,25,0,-25
3148,0,0,78,0,-78
3149,0,0,372,0,-372
3150,0,0,20,0,-20
3151,0,0,25,0,-25
3152,1,0,47,0,-47
3153,1,0,60,0,-60
3154,0,0,2,0,-2
3155,1,1,337,1333,996
3156,1,0,51,0,-51
3157,1,0,2,0,-2
3158,1,0,108,0,-108
3159,1,0,38,0,-38
3160,1,0,96,0,-96
3161,1,1,394,1827,1433
3162,1,1,196,1476,1280
3163,0,0,28,0,-28
3164,1,0,21,0,-21
3165,1,0,23,0,-23
3166,1,1,781,1291,510
3167,0,0,48,0,-48
3168,1,1,734,1529,795
3169,1,1,141,1203,1062
3170,0,0,4,0,-4
3171,1,0,62,0,-62
3172,0,0,1,0,-1
3173,1,1,181,1246,1065
3174,1,0,23,0,-23
3175,0,0,110,0,-110
3176,0,0,61,0,-61
3177,1,0,84,0,-84
3178,1,1,552,2197,1645
3179,0,0,241,0,-241
3180,1,0,23,0,-23
3181,1,0,25,0,-25
3182,0,0,52,0,-52
3183,1,1,908,1460,552
3184,0,0,64,0,-64
3185,1,0,2,0,-2
3186,1,0,28,0,-28
3187,0,0,48,0,-48
3188,1,1,387,1452,1065
3189,0,0,18,0,-18
3190,1,1,123,1282,1159
3191,1,1,69,1322,1253
3192,0,0,136,0,-136
3193,1,1,196,1409,1213
3194,1,0,12,0,-12
3195,0,0,21,0,-21
3196,0,0,89,0,-89
3197,1,1,88,1575,1487
3198,1,0,43,0,-43
3199,1,0,44,0,-44
3200,0,0,63,0,-63
3201,1,0,72,0,-72
3202,0,0,13,0,-13
3203,1,0,37,0,-37
3204,0,0,22,0,-22
3205,0,0,176,0,-176
3206,0,0,39,0,-39
3207,1,0,67,0,-67
3208,1,0,65,0,-65
3209,1,0,5,0,-5
3210,0,0,146,0,-146
3211,0,0,6,0,-6
3212,0,0,5,0,-5
3213,1,0,17,0,-17
3214,0,0,9,0,-9
3215,0,0,23,0,-23
3216,0,0,58,0,-58
3217,1,0,0,0,0
3218,1,0,33,0,-33
3219,1,1,47,1334,1287
3220,0,0,13,0,-13
3221,0,0,117,0,-117
3222,1,1,790,1349,559
3223,0,0,20,0,-20
3224,1,1,204,1301,1097
3225,1,1,117,1373,1256
3226,1,0,111,0,-111
3227,0,0,28,0,-28
3228,0,0,31,0,-31
3229,0,0,48,0,-48
3230,0,0,21,0,-21
3231,0,0,0,0,0
3232,0,0,39,0,-39
3233,1,1,225,1286,1061
3234,1,1,1015,1340,325
3235,1,0,6,0,-6
3236,0,0,34,0,-34
3237,1,0,32,0,-32
3238,1,1,566,2284,1718
3239,1,0,185,0,-185
3240,1,0,9,0,-9
3241,0,0,7,0,-7
3242,0,0,23,0,-23
3243,0,0,49,0,-49
3244,1,1,337,1512,1175
3245,1,1,140,1633,1493
3246,1,1,95,1217,1122
3247,1,1,412,1336,924
3248,1,1,105,1984,1879
3249,1,0,45,0,-45
3250,0,0,5,0,-5
3251,0,0,85,0,-85
3252,1,1,40,1206,1166
3253,1,0,7,0,-7
3254,0,0,39,0,-39
3255,1,1,157,1323,1166
3256,0,0,79,0,-79
3257,1,1,115,1251,1136
3258,1,0,217,0,-217
3259,0,0,61,0,-61
3260,1,0,127,0,-127
3261,1,1,489,1429,940
3262,1,1,386,1524,1138
3263,0,0,39,0,-39
3264,1,0,32,0,-32
3265,0,0,9,0,-9
3266,1,0,9,0,-9
3267,0,0,40,0,-40
3268,1,0,193,0,-193
3269,1,1,943,1565,622
3270,1,1,458,1537,1079
3271,0,0,15,0,-15
3272,1,1,574,1214,640
3273,1,0,34,0,-34
3274,1,0,25,0,-25
3275,0,0,20,0,-20
3276,1,0,80,0,-80
3277,0,0,84,0,-84
3278,0,0,0,0,0
3279,0,0,88,0,-88
3280,1,1,51,1247,1196
3281,0,0,38,0,-38
3282,0,0,54,0,-54
3283,1,0,2,0,-2
3284,1,1,982,1200,218
3285,1,1,313,1502,1189
3286,0,0,51,0,-51
3287,1,1,882,1857,975
3288,1,1,479,1717,1238
3289,1,0,63,0,-63
3290,1,1,123,1334,1211
3291,0,0,10,0,-10
3292,1,0,8,0,-8
3293,1,0,99,0,-99
3294,1,0,1,0,-1
3295,0,0,80,0,-80
3296,0,0,54,0,-54
3297,1,0,3,0,-3
3298,0,0,34,0,-34
3299,1,1,60,1248,1188
3300,1,1,202,3098,2896
3301,1,0,14,0,-14
3302,0,0,15,0,-15
3303,0,0,145,0,-145
3304,1,1,1387,1406,19
3305,1,1,558,4291,3733
3306,1,1,565,1287,722
3307,1,1,61,1350,1289
3308,0,0,55,0,-55
3309,0,0,33,0,-33
3310,0,0,49,0,-49
3311,1,1,139,1888,1749
3312,1,1,608,1299,691
3313,0,0,17,0,-17
3314,1,0,18,0,-18
3315,0,0,3,0,-3
3316,1,0,40,0,-40
3317,1,1,28,1386,1358
3318,1,0,93,0,-93
3319,0,0,1,0,-1
3320,1,1,156,1232,1076
3321,0,0,178,0,-178
3322,1,0,9,0,-9
3323,0,0,9,0,-9
3324,1,0,7,0,-7
3325,0,0,26,0,-26
3326,1,0,5,0,-5
3327,1,0,139,0,-139
3328,1,1,208,2278,2070
3329,1,0,41,0,-41
3330,0,0,11,0,-11
3331,1,0,70,0,-70
3332,1,0,37,0,-37
3333,1,1,103,1385,1282
3334,1,1,1519,1333,-186
3335,0,0,72,0,-72
3336,1,1,224,1452,1228
3337,1,1,824,1414,590
3338,0,0,30,0,-30
3339,0,0,11,0,-11
3340,0,0,4,0,-4
3341,0,0,121,0,-121
3342,0,0,80,0,-80
3343,1,1,788,1991,1203
3344,0,0,4,0,-4
3345,0,0,28,0,-28
3346,1,1,417,4249,3832
3347,1,1,464,1226,762
3348,1,0,39,0,-39
3349,1,1,368,1894,1526
3350,1,1,235,1540,1305
3351,1,0,0,0,0
3352,1,0,20,0,-20
3353,1,1,167,1781,1614
3354,1,0,56,0,-56
3355,1,0,77,0,-77
3356,0,0,27,0,-27
3357,1,0,26,0,-26
3358,1,0,49,0,-49
3359,0,0,22,0,-22
3360,0,0,9,0,-9
3361,0,0,120,0,-120
3362,0,0,208,0,-208
3363,1,1,142,1664,1522
3364,1,1,479,1374,895
3365,0,0,0,0,0
3366,0,0,55,0,-55
3367,1,0,8,0,-8
3368,0,0,26,0,-26
3369,1,0,19,0,-19
3370,1,1,231,1966,1735
3371,1,0,55,0,-55
3372,1,1,623,1784,1161
3373,0,0,14,0,-14
3374,1,1,792,1719,927
3375,0,0,82,0,-82
3376,1,0,15,0,-15
3377,1,1,142,1533,1391
3378,0,0,119,0,-119
3379,1,1,574,3379,2805
3380,1,0,14,0,-14
3381,0,0,23,0,-23
3382,0,0,60,0,-60
3383,1,0,47,0,-47
3384,0,0,2,0,-2
3385,1,1,175,1267,1092
3386,0,0,18,0,-18
3387,1,1,744,1827,1083
3388,1,1,311,1521,1210
3389,1,1,353,1859,1506
3390,1,0,63,0,-63
3391,0,0,15,0,-15
3392,1,0,147,0,-147
3393,1,0,126,0,-126
3394,1,1,1108,1705,597
3395,1,1,538,1537,999
3396,1,0,140,0,-140
3397,0,0,78,0,-78
3398,1,1,922,1271,349
3399,0,0,106,0,-106
3400,1,0,107,0,-107
3401,0,0,36,0,-36
3402,1,1,48,1382,1334
3403,1,0,23,0,-23
3404,1,0,139,0,-139
3405,1,0,36,0,-36
3406,1,1,584,1226,642
3407,1,1,453,1254,801
3408,1,0,53,0,-53
3409,1,0,34,0,-34
3410,0,0,54,0,-54
3411,1,0,19,0,-19
3412,1,1,153,2464,2311
3413,1,1,894,1413,519
3414,0,0,83,0,-83
3415,0,0,5,0,-5
3416,1,0,6,0,-6
3417,1,1,1533,1699,166
3418,1,1,491,1330,839
3419,1,1,365,1629,1264
3420,1,1,95,1314,1219
3421,1,1,359,1397,1038
3422,0,0,45,0,-45
3423,1,1,20,1201,1181
3424,1,0,66,0,-66
3425,0,0,56,0,-56
3426,0,0,72,0,-72
3427,1,0,72,0,-72
3428,1,0,49,0,-49
3429,1,1,151,1554,1403
3430,1,1,922,1483,561
3431,1,1,402,1261,859
3432,1,1,341,1312,971
3433,0,0,17,0,-17
3434,0,0,13,0,-13
3435,1,1,201,1446,1245
3436,1,0,6,0,-6
3437,0,0,19,0,-19
3438,0,0,55,0,-55
3439,1,0,75,0,-75
3440,1,0,4,0,-4
3441,0,0,36,0,-36
3442,1,0,23,0,-23
3443,0,0,12,0,-12
3444,0,0,139,0,-139
3445,1,1,1699,1628,-71
3446,1,1,444,1536,1092
3447,0,0,4,0,-4
3448,1,1,635,1392,757
3449,0,0,2,0,-2
3450,0,0,23,0,-23
3451,1,1,343,1256,913
3452,0,0,18,0,-18
3453,1,1,712,1361,649
3454,1,0,11,0,-11
3455,1,0,8,0,-8
3456,0,0,19,0,-19
3457,0,0,41,0,-41
3458,1,1,846,1863,1017
3459,1,0,11,0,-11
3460,1,0,102,0,-102
3461,1,0,5,0,-5
3462,0,0,28,0,-28
3463,1,1,152,2033,1881
3464,1,0,25,0,-25
3465,1,1,933,1956,1023
3466,1,1,922,1544,622
3467,0,0,84,0,-84
3468,1,0,116,0,-116
3469,1,0,64,0,-64
3470,1,1,1528,2036,508
3471,0,0,19,0,-19
3472,0,0,8,0,-8
3473,1,0,19,0,-19
3474,1,0,16,0,-16
3475,1,0,48,0,-48
3476,0,0,125,0,-125
3477,1,0,58,0,-58
3478,0,0,115,0,-115
3479,1,0,16,0,-16
3480,0,0,39,0,-39
3481,1,1,43,1334,1291
3482,0,0,182,0,-182
3483,0,0,19,0,-19
3484,1,1,74,1282,1208
3485,0,0,141,0,-141
3486,1,0,31,0,-31
3487,1,0,104,0,-104
3488,1,0,153,0,-153
3489,1,1,144,1221,1077
3490,1,1,244,1915,1671
3491,1,0,29,0,-29
3492,0,0,66,0,-66
3493,0,0,43,0,-43
3494,0,0,22,0,-22
3495,1,0,41,0,-41
3496,0,0,68,0,-68
3497,1,0,22,0,-22
3498,0,0,56,0,-56
3499,0,0,45,0,-45
3500,1,0,154,0,-154
3501,0,0,2,0,-2
3502,0,0,57,0,-57
3503,0,0,8,0,-8
3504,0,0,12,0,-12
3505,0,0,84,0,-84
3506,1,0,74,0,-74
3507,1,1,320,1351,1031
3508,0,0,35,0,-35
3509,0,0,258,0,-258
3510,0,0,80,0,-80
3511,1,1,367,1396,1029
3512,1,0,22,0,-22
3513,0,0,29,0,-29
3514,0,0,20,0,-20
3515,1,0,60,0,-60
3516,1,1,537,1225,688
3517,1,0,0,0,0
3518,1,0,32,0,-32
3519,0,0,14,0,-14
3520,1,0,9,0,-9
3521,1,1,256,1220,964
3522,0,0,93,0,-93
3523,1,1,379,1555,1176
3524,0,0,27,0,-27
3525,1,0,79,0,-79
3526,1,0,123,0,-123
3527,1,1,345,1490,1145
3528,0,0,9,0,-9
3529,1,1,243,1624,1381
3530,1,1,724,1213,489
3531,1,0,9,0,-9
3532,0,0,26,0,-26
3533,1,1,549,1640,1091
3534,1,0,33,0,-33
3535,1,1,271,1261,990
3536,0,0,47,0,-47
3537,1,1,1161,1365,204
3538,1,0,7,0,-7
3539,1,1,144,1224,1080
3540,0,0,96,0,-96
3541,1,1,801,1238,437
3542,0,0,164,0,-164
3543,0,0,7,0,-7
3544,1,1,1064,1301,237
3545,0,0,33,0,-33
3546,0,0,0,0,0
3547,1,1,388,1411,1023
3548,1,1,368,1408,1040
3549,0,0,14,0,-14
3550,0,0,75,0,-75
3551,0,0,32,0,-32
3552,1,1,856,1995,1139
3553,0,0,6,0,-6
3554,1,1,816,1377,561
3555,0,0,25,0,-25
3556,1,1,240,1586,1346
3557,1,1,297,1204,907
3558,0,0,22,0,-22
3559,0,0,42,0,-42
3560,1,1,215,1493,1278
3561,1,0,235,0,-235
3562,0,0,43,0,-43
3563,1,1,941,1217,276
3564,1,1,1219,2065,846
3565,0,0,67,0,-67
3566,1,1,21,1462,1441
3567,1,1,261,2217,1956
3568,0,0,16,0,-16
3569,1,1,1064,1423,359
3570,1,0,52,0,-52
3571,1,1,251,1336,1085
3572,1,1,251,1215,964
3573,0,0,5,0,-5
3574,1,0,11,0,-11
3575,0,0,4,0,-4
3576,0,0,118,0,-118
3577,1,0,3,0,-3
3578,0,0,8,0,-8
3579,0,0,28,0,-28
3580,1,1,871,1438,567
3581,1,1,309,1640,1331
3582,1,1,420,1511,1091
3583,1,1,1081,1685,604
3584,1,0,23,0,-23
3585,1,1,378,1254,876
3586,0,0,87,0,-87
3587,1,1,245,1704,1459
3588,0,0,23,0,-23
3589,0,0,141,0,-141
3590,1,1,489,1266,777
3591,1,1,899,1209,310
3592,1,0,23,0,-23
3593,0,0,84,0,-84
3594,1,1,751,1849,1098
3595,0,0,48,0,-48
3596,1,1,538,1260,722
3597,1,1,974,2094,1120
3598,1,0,66,0,-66
3599,1,1,1012,1210,198
3600,1,1,471,1288,817
3601,0,0,11,0,-11
3602,1,0,23,0,-23
3603,1,1,230,1268,1038
3604,1,1,420,1805,1385
3605,0,0,2,0,-2
3606,1,0,107,0,-107
3607,1,0,154,0,-154
3608,0,0,10,0,-10
3609,1,1,73,1508,1435
3610,0,0,39,0,-39
3611,1,0,262,0,-262
3612,1,1,111,2257,2146
3613,1,1,154,1242,1088
3614,1,1,535,1205,670
3615,1,0,0,0,0
3616,1,1,357,1289,932
3617,0,0,43,0,-43
3618,0,0,130,0,-130
3619,0,0,97,0,-97
3620,0,0,36,0,-36
3621,1,1,1058,1586,528
3622,0,0,9,0,-9
3623,1,0,49,0,-49
3624,1,1,258,1794,1536
3625,1,1,164,1419,1255
3626,1,1,347,1614,1267
3627,1,1,779,1466,687
3628,0,0,70,0,-70
3629,0,0,17,0,-17
3630,1,0,64,0,-64
3631,0,0,98,0,-98
3632,1,0,82,0,-82
3633,0,0,70,0,-70
3634,0,0,314,0,-314
3635,0,0,13,0,-13
3636,1,1,95,1458,1363
3637,1,0,0,0,0
3638,1,0,21,0,-21
3639,1,1,235,1333,1098
3640,1,0,0,0,0
3641,1,0,15,0,-15
3642,0,0,77,0,-77
3643,1,1,1100,1643,543
3644,1,1,371,1336,965
3645,1,1,631,1336,705
3646,1,1,453,1361,908
3647,1,0,26,0,-26
3648,0,0,34,0,-34
3649,1,1,13,2282,2269
3650,0,0,11,0,-11
3651,1,1,478,1574,1096
3652,1,0,25,0,-25
3653,1,1,177,1220,1043
3654,0,0,59,0,-59
3655,0,0,56,0,-56
3656,1,0,39,0,-39
3657,1,1,453,1479,1026
3658,1,1,1381,1290,-91
3659,1,1,302,1469,1167
3660,1,0,82,0,-82
3661,0,0,9,0,-9
3662,0,0,7,0,-7
3663,1,0,15,0,-15
3664,1,1,331,1226,895
3665,1,0,87,0,-87
3666,0,0,41,0,-41
3667,0,0,145,0,-145
3668,0,0,145,0,-145
3669,0,0,7,0,-7
3670,0,0,86,0,-86
3671,1,1,174,1926,1752
3672,1,0,63,0,-63
3673,0,0,0,0,0
3674,0,0,148,0,-148
3675,1,1,183,1375,1192
3676,1,1,325,1562,1237
3677,0,0,207,0,-207
3678,1,1,86,1258,1172
3679,0,0,22,0,-22
3680,1,1,983,2246,1263
3681,0,0,1,0,-1
3682,1,0,39,0,-39
3683,0,0,17,0,-17
3684,0,0,23,0,-23
3685,1,1,844,1670,826
3686,1,1,1916,1205,-711
3687,0,0,79,0,-79
3688,0,0,206,0,-206
3689,1,1,996,1324,328
3690,1,1,1323,1696,373
3691,1,0,90,0,-90
3692,1,0,9,0,-9
3693,0,0,47,0,-47
3694,1,0,55,0,-55
3695,1,0,20,0,-20
3696,1,1,1216,1299,83
3697,1,1,681,1852,1171
3698,1,0,318,0,-318
3699,0,0,62,0,-62
3700,1,1,7,1564,1557
3701,0,0,26,0,-26
3702,1,0,56,0,-56
3703,0,0,51,0,-51
3704,0,0,12,0,-12
3705,1,1,653,1483,830
3706,1,1,256,2894,2638
3707,0,0,124,0,-124
3708,1,1,161,1362,1201
3709,1,0,21,0,-21
3710,1,0,76,0,-76
3711,0,0,36,0,-36
3712,1,1,299,1599,1300
3713,1,0,60,0,-60
3714,0,0,31,0,-31
3715,1,1,88,1339,1251
3716,0,0,2,0,-2
3717,1,0,2,0,-2
3718,0,0,0,0,0
3719,1,1,209,1623,1414
3720,0,0,116,0,-116
3721,1,1,699,1237,538
3722,1,0,22,0,-22
3723,1,0,60,0,-60
3724,0,0,36,0,-36
3725,0,0,57,0,-57
3726,0,0,12,0,-12
3727,0,0,30,0,-30
3728,1,1,143,1231,1088
3729,1,0,34,0,-34
3730,0,0,15,0,-15
3731,0,0,5,0,-5
3732,1,0,92,0,-92
3733,1,0,14,0,-14
3734,1,1,614,1367,753
3735,1,0,6,0,-6
3736,0,0,14,0,-14
3737,0,0,106,0,-106
3738,1,1,537,1541,1004
3739,1,0,11,0,-11
3740,0,0,24,0,-24
3741,0,0,58,0,-58
3742,1,1,118,1525,1407
3743,0,0,56,0,-56
3744,0,0,64,0,-64
3745,1,0,29,0,-29
3746,1,1,223,1486,1263
3747,1,1,371,1441,1070
3748,1,1,114,1774,1660
3749,0,0,15,0,-15
3750,1,1,1146,1322,176
3751,1,0,34,0,-34
3752,0,0,15,0,-15
3753,0,0,45,0,-45
3754,1,0,5,0,-5
3755,0,0,33,0,-33
3756,1,0,24,0,-24
3757,0,0,50,0,-50
3758,1,1,1084,1351,267
3759,0,0,16,0,-16
3760,1,1,290,1700,1410
3761,1,1,74,1201,1127
3762,0,0,32,0,-32
3763,0,0,53,0,-53
3764,1,0,8,0,-8
3765,1,1,164,1482,1318
3766,0,0,64,0,-64
3767,1,0,40,0,-40
3768,1,1,129,1408,1279
3769,1,1,1195,2204,1009
3770,1,0,32,0,-32
3771,0,0,31,0,-31
3772,1,1,1055,1393,338
3773,0,0,71,0,-71
3774,1,0,132,0,-132
3775,1,0,35,0,-35
3776,0,0,10,0,-10
3777,1,0,2,0,-2
3778,1,0,83,0,-83
3779,0,0,168,0,-168
3780,1,1,113,1302,1189
3781,1,0,94,0,-94
3782,1,1,142,1616,1474
3783,0,0,83,0,-83
3784,1,1,1187,1394,207
3785,0,0,29,0,-29
3786,0,0,0,0,0
3787,1,1,278,1341,1063
3788,0,0,173,0,-173
3789,1,0,33,0,-33
3790,1,0,2,0,-2
3791,0,0,48,0,-48
3792,0,0,220,0,-220
3793,1,1,393,1260,867
3794,1,1,416,1779,1363
3795,1,0,16,0,-16
3796,0,0,42,0,-42
3797,0,0,94,0,-94
3798,1,1,26,1477,1451
3799,0,0,93,0,-93
3800,0,0,79,0,-79
3801,1,1,207,1577,1370
3802,1,0,74,0,-74
3803,0,0,34,0,-34
3804,1,0,22,0,-22
3805,1,0,104,0,-104
3806,1,1,538,1446,908
3807,1,0,12,0,-12
3808,1,1,468,1249,781
3809,0,0,136,0,-136
3810,1,1,123,1270,1147
3811,0,0,49,0,-49
3812,0,0,13,0,-13
3813,0,0,34,0,-34
3814,0,0,29,0,-29
3815,0,0,113,0,-113
3816,0,0,129,0,-129
3817,0,0,40,0,-40
3818,1,0,45,0,-45
3819,0,0,45,0,-45
3820,1,0,16,0,-16
3821,1,0,63,0,-63
3822,0,0,157,0,-157
3823,0,0,64,0,-64
3824,0,0,53,0,-53
3825,1,0,162,0,-162
3826,1,1,306,1542,1236
3827,1,0,38,0,-38
3828,1,0,27,0,-27
3829,1,0,2,0,-2
3830,0,0,134,0,-134
3831,1,0,67,0,-67
3832,1,1,270,5303,5033
3833,0,0,17,0,-17
3834,1,0,28,0,-28
3835,1,0,4,0,-4
3836,0,0,233,0,-233
3837,1,1,975,1638,663
3838,0,0,8,0,-8
3839,0,0,7,0,-7
3840,0,0,7,0,-7
3841,0,0,170,0,-170
3842,1,1,442,1579,1137
3843,1,1,1475,1612,137
3844,0,0,68,0,-68
3845,1,1,938,1248,310
3846,0,0,169,0,-169
3847,0,0,52,0,-52
3848,0,0,79,0,-79
3849,1,1,1397,1489,92
3850,1,0,23,0,-23
3851,0,0,126,0,-126
3852,1,0,12,0,-12
3853,1,0,41,0,-41
3854,1,1,31,1364,1333
3855,1,1,1006,1398,392
3856,0,0,12,0,-12
3857,1,0,126,0,-126
3858,0,0,44,0,-44
3859,1,0,6,0,-6
3860,1,1,594,1280,686
3861,1,1,255,1291,1036
3862,0,0,0,0,0
3863,0,0,29,0,-29
3864,1,1,483,1358,875
3865,1,0,99,0,-99
3866,1,1,44,1246,1202
3867,1,1,80,1544,1464
3868,1,0,33,0,-33
3869,1,0,92,0,-92
3870,1,1,53,1292,1239
3871,1,1,16,1556,1540
3872,0,0,1,0,-1
3873,1,0,32,0,-32
3874,1,1,1590,2676,1086
3875,0,0,46,0,-46
3876,1,0,23,0,-23
3877,0,0,15,0,-15
3878,0,0,7,0,-7
3879,0,0,12,0,-12
3880,1,1,2363,2771,408
3881,1,0,20,0,-20
3882,0,0,17,0,-17
3883,0,0,161,0,-161
3884,1,0,178,0,-178
3885,1,1,1891,2041,150
3886,0,0,4,0,-4
3887,0,0,10,0,-10
3888,0,0,62,0,-62
3889,1,1,406,1238,832
3890,1,0,101,0,-101
3891,1,1,177,2734,2557
3892,1,0,6,0,-6
3893,0,0,50,0,-50
3894,1,0,17,0,-17
3895,1,0,20,0,-20
3896,1,0,11,0,-11
3897,0,0,18,0,-18
3898,0,0,4,0,-4
3899,1,0,2,0,-2
3900,1,1,223,1467,1244
3901,1,1,471,1529,1058
3902,1,0,68,0,-68
3903,1,1,74,1447,1373
3904,1,1,166,1535,1369
3905,1,0,157,0,-157
3906,0,0,20,0,-20
3907,1,1,354,1434,1080
3908,0,0,19,0,-19
3909,1,1,1386,1725,339
3910,0,0,46,0,-46
3911,1,0,11,0,-11
3912,1,0,69,0,-69
3913,0,0,78,0,-78
3914,0,0,89,0,-89
3915,1,0,27,0,-27
3916,1,0,112,0,-112
3917,0,0,83,0,-83
3918,1,1,980,1368,388
3919,1,1,78,1693,1615
3920,1,0,40,0,-40
3921,0,0,20,0,-20
3922,1,0,21,0,-21
3923,1,0,30,0,-30
3924,0,0,39,0,-39
3925,0,0,107,0,-107
3926,0,0,6,0,-6
3927,1,0,9,0,-9
3928,1,1,78,1254,1176
3929,0,0,113,0,-113
3930,1,1,1470,1714,244
3931,1,0,99,0,-99
3932,1,0,42,0,-42
3933,0,0,66,0,-66
3934,1,0,17,0,-17
3935,0,0,83,0,-83
3936,1,0,36,0,-36
3937,0,0,16,0,-16
3938,1,1,110,1302,1192
3939,0,0,51,0,-51
3940,1,0,3,0,-3
3941,1,0,71,0,-71
3942,0,0,70,0,-70
3943,1,0,43,0,-43
3944,1,1,137,1320,1183
3945,0,0,12,0,-12
3946,0,0,249,0,-249
3947,1,1,524,2139,1615
3948,0,0,32,0,-32
3949,0,0,165,0,-165
3950,0,0,51,0,-51
3951,0,0,129,0,-129
3952,1,1,918,1762,844
3953,1,1,500,1305,805
3954,1,0,72,0,-72
3955,1,0,176,0,-176
3956,0,0,102,0,-102
3957,0,0,32,0,-32
3958,0,0,35,0,-35
3959,0,0,13,0,-13
3960,0,0,0,0,0
3961,0,0,75,0,-75
3962,1,1,134,1470,1336
3963,1,0,46,0,-46
3964,1,1,858,1500,642
3965,1,1,282,1702,1420
3966,0,0,225,0,-225
3967,1,1,1276,1602,326
3968,1,0,18,0,-18
3969,1,0,84,0,-84
3970,1,0,9,0,-9
3971,1,0,20,0,-20
3972,1,0,53,0,-53
3973,0,0,18,0,-18
3974,1,1,2482,1574,-908
3975,1,0,27,0,-27
3976,0,0,8,0,-8
3977,1,0,33,0,-33
3978,0,0,9,0,-9
3979,1,1,1894,1501,-393
3980,1,0,198,0,-198
3981,0,0,59,0,-59
3982,0,0,41,0,-41
3983,1,0,2,0,-2
3984,1,0,164,0,-164
3985,1,0,34,0,-34
3986,1,1,191,1898,1707
3987,1,0,41,0,-41
3988,0,0,74,0,-74
3989,0,0,13,0,-13
3990,1,0,242,0,-242
3991,1,1,1806,1495,-311
3992,1,0,62,0,-62
3993,1,1,126,1216,1090
3994,1,1,74,1717,1643
3995,1,0,5,0,-5
